Service_ID,Service_Date,Location,Branch,Region,Franchise_ID,Product_Category,Service_Type,Technician_ID,Customer_ID,Service_Duration,Part_Name,Parts_Used,Parts_Cost,Parts_Revenue,Service_Cost,Service_Revenue,Total_Revenue,Warranty_Claim,Customer_Satisfaction,Product_Age_Months,First_Call_Resolution,Priority
SVC010461,2024-09-17,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Washing Machine,Installation,TECH_HYD001,CUST686424,1.6,None,0,0.0,0.0,448.54,693.86,693.86,0,4.7,101,1,1
SVC010462,2024-01-29,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Dishwasher,Diagnostic,TECH_AHM010,CUST206197,1.7,None,0,0.0,0.0,606.2,898.16,898.16,0,3.4,14,1,2
SVC010463,2024-08-30,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Air Conditioner,Repair,TECH_CHE009,CUST368735,2.8,Capacitor,3,1850.67,2807.29,847.35,1322.44,4129.73,0,4.2,70,0,1
SVC010464,2023-11-13,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Microwave Oven,Maintenance,TECH_IND006,CUST108474,1.3,None,0,0.0,0.0,297.6,415.14,415.14,0,4.1,7,1,1
SVC010465,2023-07-25,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Washing Machine,Maintenance,TECH_CHE004,CUST800302,1.2,None,0,0.0,0.0,352.18,555.38,555.38,0,4.1,43,1,2
SVC010466,2023-06-16,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Dishwasher,Cleaning,TECH_DEL001,CUST620021,0.8,Pump,1,1126.58,1625.24,236.92,380.81,2006.05,0,4.6,49,1,1
SVC010467,2023-01-07,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Washing Machine,Installation,TECH_PUN006,CUST131475,2.9,Drum,2,7495.28,10559.21,597.22,823.64,11382.849999999999,0,4.8,93,1,3
SVC010468,2023-09-09,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Refrigerator,Installation,TECH_BAN003,CUST983825,2.2,Thermostat,3,9877.46,14558.67,603.83,826.37,15385.04,0,4.6,80,0,3
SVC010469,2023-03-08,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Refrigerator,Repair,TECH_DEL004,CUST300992,3.7,None,0,0.0,0.0,975.28,1435.43,1435.43,0,4.8,98,1,1
SVC010470,2024-07-02,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Refrigerator,Maintenance,TECH_KOL004,CUST155846,1.4,Defrost Timer,1,884.19,1394.52,338.59,451.19,1845.71,0,4.3,9,1,1
SVC010471,2024-10-22,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Microwave Oven,Annual Maintenance Contract,TECH_JAI009,CUST586819,1.4,None,0,0.0,0.0,427.13,637.84,637.84,0,3.9,75,1,3
SVC010472,2024-08-20,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Refrigerator,Repair,TECH_MUM004,CUST574040,5.3,Evaporator Fan,2,4103.21,2420.6,1643.59,667.494,3088.094,1,3.9,46,1,1
SVC010473,2024-06-08,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Microwave Oven,Annual Maintenance Contract,TECH_IND008,CUST590262,1.9,Capacitor,2,638.86,369.712,625.23,270.783,640.495,1,4.7,66,1,1
SVC010474,2023-10-11,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Washing Machine,Installation,TECH_CHE002,CUST477735,1.6,Control Board,1,2658.48,3882.82,580.98,914.12,4796.9400000000005,0,4.4,18,0,3
SVC010475,2024-07-10,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Washing Machine,Cleaning,TECH_KOL005,CUST395536,1.7,None,0,0.0,0.0,477.3,697.96,697.96,0,4.3,61,1,4
SVC010476,2023-06-02,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Refrigerator,Repair,TECH_HYD004,CUST597484,2.2,Evaporator Fan,3,3699.09,5748.48,747.09,1033.85,6782.33,0,4.1,48,1,3
SVC010477,2023-11-09,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Dishwasher,Cleaning,TECH_MUM006,CUST456329,0.8,Filter,2,911.77,1419.69,307.54,418.71,1838.4,0,3.7,81,0,3
SVC010478,2024-08-10,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Dishwasher,Repair,TECH_HYD007,CUST166803,3.7,Heating Element,1,941.71,561.3760000000001,1402.11,562.512,1123.888,1,4.1,5,0,2
SVC010479,2023-01-28,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Refrigerator,Installation,TECH_BAN007,CUST397604,2.0,Compressor,3,10378.46,6567.332000000001,556.44,283.089,6850.421000000001,1,3.8,96,1,4
SVC010480,2023-07-31,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Refrigerator,Maintenance,TECH_BAN007,CUST957626,1.6,Defrost Timer,3,1917.98,2688.03,365.66,484.71,3172.7400000000002,0,4.6,68,1,2
SVC010481,2024-05-17,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Dishwasher,Diagnostic,TECH_AHM001,CUST873105,1.2,None,0,0.0,0.0,460.54,662.58,662.58,0,4.6,51,1,3
SVC010482,2023-06-29,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Refrigerator,Repair,TECH_HYD010,CUST868862,3.2,Thermostat,3,8326.2,13106.34,815.22,1264.6,14370.94,0,4.8,90,1,3
SVC010483,2024-05-20,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Air Conditioner,Installation,TECH_HYD006,CUST180251,3.4,Capacitor,2,3384.37,4768.33,698.17,1086.04,5854.37,0,3.9,44,1,3
SVC010484,2024-02-11,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Washing Machine,Maintenance,TECH_MUM002,CUST843544,1.9,Pump,3,3951.72,6283.25,433.3,705.49,6988.74,0,3.3,3,1,1
SVC010485,2023-05-08,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Kitchen Appliances,Annual Maintenance Contract,TECH_LUC003,CUST181354,2.3,Motor,2,2459.51,3460.26,770.52,1068.3,4528.56,0,4.7,104,1,2
SVC010486,2024-11-06,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Dishwasher,Part Replacement,TECH_DEL005,CUST565553,1.1,Pump,2,1333.81,1891.71,312.77,530.37,2422.08,0,3.4,86,1,4
SVC010487,2023-04-09,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Kitchen Appliances,Repair,TECH_BAN001,CUST535872,3.6,None,0,0.0,0.0,952.33,1476.79,1476.79,0,4.9,51,0,1
SVC010488,2023-08-07,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Microwave Oven,Maintenance,TECH_DEL003,CUST115722,1.1,Diode,2,929.21,1352.64,357.26,470.72,1823.3600000000001,0,3.8,99,1,4
SVC010489,2023-04-15,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Air Conditioner,Repair,TECH_LUC005,CUST199346,4.0,None,0,0.0,0.0,1357.05,2132.14,2132.14,0,4.4,43,1,3
SVC010490,2024-12-05,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Kitchen Appliances,Annual Maintenance Contract,TECH_PUN002,CUST451383,1.0,None,0,0.0,0.0,289.78,435.95,435.95,0,4.0,91,0,1
SVC010491,2024-09-23,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Microwave Oven,Repair,TECH_DEL007,CUST894029,2.2,Capacitor,1,499.49,719.47,605.33,942.39,1661.8600000000001,0,4.5,57,1,1
SVC010492,2023-10-12,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Kitchen Appliances,Cleaning,TECH_PUN001,CUST646174,1.7,Heating Element,2,3270.7,4737.44,523.37,870.18,5607.62,0,3.5,88,1,1
SVC010493,2024-01-26,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Microwave Oven,Repair,TECH_JAI008,CUST760374,1.0,None,0,0.0,0.0,214.0,294.68,294.68,0,3.3,27,1,1
SVC010494,2024-07-16,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Refrigerator,Diagnostic,TECH_CHE002,CUST546944,2.4,Thermostat,3,3496.71,5208.89,785.09,1105.99,6314.88,0,3.2,47,1,1
SVC010495,2024-03-27,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Air Conditioner,Diagnostic,TECH_HYD007,CUST897257,1.3,None,0,0.0,0.0,385.32,618.35,618.35,0,3.2,117,0,2
SVC010496,2023-06-06,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Kitchen Appliances,Repair,TECH_LUC005,CUST498930,3.3,Switch,2,391.72,234.06799999999998,762.12,314.568,548.636,1,4.0,93,1,2
SVC010497,2024-03-01,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Kitchen Appliances,Maintenance,TECH_HYD007,CUST613331,1.0,None,0,0.0,0.0,214.25,354.37,354.37,0,3.2,120,1,1
SVC010498,2024-03-22,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Kitchen Appliances,Maintenance,TECH_KOL009,CUST843575,1.2,None,0,0.0,0.0,407.15,635.3,635.3,0,4.5,32,1,3
SVC010499,2024-01-06,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Kitchen Appliances,Part Replacement,TECH_MUM003,CUST374025,2.2,None,0,0.0,0.0,504.84,706.25,706.25,0,4.3,21,1,3
SVC010500,2024-10-21,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Dishwasher,Part Replacement,TECH_HYD010,CUST184251,2.0,Pump,2,1317.68,2099.77,663.39,963.98,3063.75,0,3.8,113,0,3
SVC010501,2023-04-22,Surat_Adajan,Surat_Adajan,West,FR008_Gujarat,Microwave Oven,Cleaning,TECH_SUR003,CUST382089,1.6,None,0,0.0,0.0,447.35,636.69,636.69,0,4.6,1,1,3
SVC010502,2024-03-03,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Dishwasher,Part Replacement,TECH_JAI005,CUST868650,1.9,Pump,1,938.61,1348.22,740.42,1096.02,2444.24,0,3.4,8,1,3
SVC010503,2023-07-16,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Dishwasher,Annual Maintenance Contract,TECH_KOL010,CUST214499,2.7,Spray Arm,2,606.68,852.95,666.78,996.22,1849.17,0,3.0,35,0,1
SVC010504,2024-08-19,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Washing Machine,Repair,TECH_MUM009,CUST930248,1.0,None,0,0.0,0.0,397.38,637.61,637.61,0,3.9,44,1,1
SVC010505,2024-11-29,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Microwave Oven,Cleaning,TECH_PUN004,CUST478756,1.5,Capacitor,1,649.23,1013.61,300.93,496.0,1509.6100000000001,0,4.7,119,1,2
SVC010506,2024-06-27,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Kitchen Appliances,Cleaning,TECH_KOL004,CUST486326,1.2,None,0,0.0,0.0,448.76,675.82,675.82,0,3.0,82,0,3
SVC010507,2023-01-18,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Washing Machine,Cleaning,TECH_PUN006,CUST810860,1.2,None,0,0.0,0.0,336.04,155.757,155.757,1,3.9,120,0,2
SVC010508,2024-11-05,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Kitchen Appliances,Annual Maintenance Contract,TECH_DEL005,CUST736667,1.4,Switch,3,1268.31,2028.36,556.42,827.24,2855.6,0,4.9,62,1,1
SVC010509,2023-08-05,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Kitchen Appliances,Part Replacement,TECH_BAN002,CUST210592,1.9,None,0,0.0,0.0,440.89,736.99,736.99,0,4.5,29,1,2
SVC010510,2024-11-17,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Kitchen Appliances,Repair,TECH_DEL009,CUST764323,4.6,Timer,3,3686.69,5439.35,1580.05,2519.23,7958.58,0,4.3,72,0,2
SVC010511,2023-08-27,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Microwave Oven,Installation,TECH_CHE005,CUST191939,1.8,Diode,3,4698.61,7120.2,360.6,477.71,7597.91,0,4.7,55,1,1
SVC010512,2024-11-26,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Air Conditioner,Part Replacement,TECH_BAN010,CUST719473,1.4,Capacitor,3,2818.81,4329.68,321.28,454.08,4783.76,0,4.7,106,1,2
SVC010513,2023-11-13,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Kitchen Appliances,Installation,TECH_JAI005,CUST988845,3.3,Gasket,1,258.3,411.55,698.82,1134.94,1546.49,0,4.4,109,1,3
SVC010514,2024-12-18,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Refrigerator,Cleaning,TECH_MUM008,CUST862729,1.1,None,0,0.0,0.0,365.04,598.45,598.45,0,4.1,44,1,2
SVC010515,2023-12-23,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Dishwasher,Installation,TECH_HYD009,CUST862057,2.2,None,0,0.0,0.0,525.84,863.69,863.69,0,3.3,97,0,3
SVC010516,2023-02-25,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Dishwasher,Part Replacement,TECH_KOL003,CUST705193,1.3,None,0,0.0,0.0,335.68,455.83,455.83,0,4.5,95,1,1
SVC010517,2024-08-12,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Kitchen Appliances,Cleaning,TECH_DEL003,CUST494847,1.9,Heating Element,1,657.63,1048.81,448.26,592.15,1640.96,0,4.3,76,1,1
SVC010518,2024-02-18,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Washing Machine,Installation,TECH_CHE004,CUST515912,2.7,None,0,0.0,0.0,1055.46,1647.7,1647.7,0,4.4,102,1,1
SVC010519,2024-04-19,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Microwave Oven,Part Replacement,TECH_HYD008,CUST485166,1.0,Turntable Motor,1,656.56,1038.48,244.99,376.0,1414.48,0,4.0,89,1,3
SVC010520,2023-07-05,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Dishwasher,Part Replacement,TECH_HYD007,CUST412856,2.1,Filter,1,255.47,399.19,428.29,652.04,1051.23,0,4.6,63,1,3
SVC010521,2024-07-05,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Refrigerator,Part Replacement,TECH_DEL002,CUST289440,2.7,None,0,0.0,0.0,542.87,802.85,802.85,0,3.1,74,1,1
SVC010522,2024-07-29,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Washing Machine,Installation,TECH_KOL002,CUST630734,2.2,None,0,0.0,0.0,515.51,871.65,871.65,0,3.5,6,0,2
SVC010523,2023-10-28,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Dishwasher,Repair,TECH_LUC010,CUST614266,4.5,Filter,2,1670.21,2353.24,933.06,1265.85,3619.0899999999997,0,3.4,18,1,1
SVC010524,2024-01-03,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Refrigerator,Part Replacement,TECH_KOL010,CUST542514,1.1,Ice Maker,2,2658.37,3856.86,313.58,494.77,4351.63,0,3.1,94,1,2
SVC010525,2024-10-23,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Kitchen Appliances,Maintenance,TECH_CHE010,CUST789247,1.5,Gasket,1,364.31,533.08,536.34,778.54,1311.62,0,3.5,35,1,1
SVC010526,2024-07-15,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Washing Machine,Maintenance,TECH_HYD002,CUST480443,1.9,None,0,0.0,0.0,435.61,705.36,705.36,0,3.2,29,1,1
SVC010527,2023-05-07,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Air Conditioner,Part Replacement,TECH_BAN005,CUST717429,2.6,Thermostat,3,6009.75,8618.88,1012.19,1473.57,10092.449999999999,0,4.5,101,1,2
SVC010528,2024-02-17,Ahmedabad_Maninagar,Ahmedabad_Maninagar,West,FR008_Gujarat,Air Conditioner,Repair,TECH_AHM005,CUST109958,4.4,None,0,0.0,0.0,1458.66,1979.5,1979.5,0,3.5,118,1,4
SVC010529,2024-12-25,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Kitchen Appliances,Diagnostic,TECH_CHE007,CUST841119,1.9,Gasket,2,826.27,1312.39,714.93,1162.2,2474.59,0,4.7,40,1,1
SVC010530,2023-04-03,Delhi_South,Delhi_South,North,FR002_Delhi_NCR,Washing Machine,Part Replacement,TECH_DEL004,CUST198181,1.3,Door Lock,3,2370.19,3639.21,502.43,680.58,4319.79,0,4.4,87,0,2
SVC010531,2024-02-20,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Air Conditioner,Repair,TECH_MUM001,CUST848851,3.1,Fan Motor,2,2302.01,3429.37,724.49,1211.4,4640.77,0,4.8,23,1,3
SVC010532,2024-06-10,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Washing Machine,Annual Maintenance Contract,TECH_PUN008,CUST497509,1.3,None,0,0.0,0.0,347.87,546.72,546.72,0,4.7,110,1,1
SVC010533,2023-10-28,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Refrigerator,Installation,TECH_KOL010,CUST512742,2.0,Defrost Timer,3,12624.96,7075.928,584.14,248.727,7324.655,1,3.7,93,1,1
SVC010534,2023-04-14,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Dishwasher,Repair,TECH_HYD002,CUST654797,3.6,Door Latch,1,252.07,391.69,900.1,1339.6,1731.29,0,3.7,115,1,3
SVC010535,2023-04-22,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Kitchen Appliances,Cleaning,TECH_AHM008,CUST269695,0.7,None,0,0.0,0.0,140.81,232.82,232.82,0,3.2,37,1,1
SVC010536,2023-12-06,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Refrigerator,Part Replacement,TECH_MUM004,CUST602577,2.9,None,0,0.0,0.0,648.9,970.51,970.51,0,4.4,17,1,3
SVC010537,2024-02-14,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Kitchen Appliances,Part Replacement,TECH_JAI007,CUST237801,1.2,Motor,1,1811.08,2716.62,424.17,591.55,3308.17,0,3.7,77,1,2
SVC010538,2023-10-24,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Dishwasher,Installation,TECH_KOL007,CUST359781,3.0,None,0,0.0,0.0,712.12,301.752,301.752,1,3.5,90,1,3
SVC010539,2023-07-23,Ahmedabad_Maninagar,Ahmedabad_Maninagar,West,FR008_Gujarat,Kitchen Appliances,Cleaning,TECH_AHM002,CUST835203,1.6,None,0,0.0,0.0,380.37,624.55,624.55,0,3.3,16,1,1
SVC010540,2023-07-16,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Dishwasher,Installation,TECH_BAN010,CUST309341,1.7,Filter,2,1598.12,2308.25,484.87,642.23,2950.48,0,3.1,15,1,1
SVC010541,2023-12-26,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Refrigerator,Maintenance,TECH_HYD001,CUST290580,0.6,Door Seal,3,3275.9,4707.36,233.8,337.94,5045.299999999999,0,3.2,2,1,3
SVC010542,2023-05-14,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Microwave Oven,Part Replacement,TECH_PUN006,CUST879020,2.6,Diode,2,716.63,452.17600000000004,587.85,281.646,733.8220000000001,1,4.2,117,0,3
SVC010543,2023-07-17,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Washing Machine,Installation,TECH_AHM009,CUST749079,2.4,None,0,0.0,0.0,955.03,1318.71,1318.71,0,3.1,25,1,2
SVC010544,2024-07-27,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Microwave Oven,Annual Maintenance Contract,TECH_PUN002,CUST557311,1.1,Magnetron,3,3454.41,5496.52,233.37,394.16,5890.68,0,4.6,64,1,3
SVC010545,2023-03-18,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Dishwasher,Cleaning,TECH_BAN009,CUST502810,1.3,Heating Element,3,2280.12,3196.21,501.44,754.73,3950.94,0,4.4,34,1,1
SVC010546,2024-12-26,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Air Conditioner,Installation,TECH_KOL003,CUST334807,1.6,PCB,1,2870.35,4525.74,616.72,868.45,5394.19,0,4.3,32,0,1
SVC010547,2023-04-29,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Kitchen Appliances,Maintenance,TECH_MUM010,CUST487040,1.0,None,0,0.0,0.0,376.8,158.892,158.892,1,4.8,38,1,1
SVC010548,2023-01-11,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Refrigerator,Part Replacement,TECH_PUN005,CUST285320,1.5,Defrost Timer,3,8912.61,13554.91,361.85,534.41,14089.32,0,3.4,81,0,3
SVC010549,2023-06-09,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Refrigerator,Part Replacement,TECH_AHM007,CUST486547,1.3,Thermostat,2,2033.17,2923.23,387.53,616.87,3540.1,0,3.0,21,0,3
SVC010550,2024-12-04,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Refrigerator,Installation,TECH_IND003,CUST175548,2.6,Evaporator Fan,3,12886.99,19015.72,530.77,865.49,19881.210000000003,0,4.3,6,1,3
SVC010551,2023-10-02,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Kitchen Appliances,Diagnostic,TECH_BAN001,CUST930892,2.9,None,0,0.0,0.0,641.68,1023.13,1023.13,0,4.4,26,1,3
SVC010552,2024-03-30,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Microwave Oven,Maintenance,TECH_BAN008,CUST262018,0.9,Door Switch,2,2243.29,3384.96,198.46,328.37,3713.33,0,3.0,29,1,2
SVC010553,2023-05-31,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Kitchen Appliances,Maintenance,TECH_PUN004,CUST817663,1.1,None,0,0.0,0.0,401.01,539.34,539.34,0,3.2,14,0,1
SVC010554,2023-03-20,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Microwave Oven,Installation,TECH_IND006,CUST188923,3.7,None,0,0.0,0.0,871.77,1318.28,1318.28,0,4.4,20,0,2
SVC010555,2024-10-01,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Microwave Oven,Installation,TECH_KOL005,CUST623502,3.2,None,0,0.0,0.0,1158.86,550.872,550.872,1,3.0,120,0,3
SVC010556,2023-05-31,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Refrigerator,Annual Maintenance Contract,TECH_PUN008,CUST856383,2.6,None,0,0.0,0.0,943.62,1269.42,1269.42,0,4.5,19,1,4
SVC010557,2023-07-06,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Microwave Oven,Maintenance,TECH_HYD008,CUST544420,1.2,None,0,0.0,0.0,384.42,179.292,179.292,1,4.9,118,1,2
SVC010558,2024-05-24,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Air Conditioner,Annual Maintenance Contract,TECH_LUC009,CUST662259,2.6,PCB,3,5855.54,9361.73,528.92,805.73,10167.46,0,4.8,8,0,1
SVC010559,2023-05-23,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Dishwasher,Repair,TECH_KOL009,CUST541531,2.2,None,0,0.0,0.0,464.58,629.56,629.56,0,4.4,49,1,2
SVC010560,2024-03-10,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Washing Machine,Part Replacement,TECH_PUN002,CUST794940,2.2,Inlet Valve,3,5302.04,7436.09,805.67,1181.59,8617.68,0,3.9,18,1,2
SVC010561,2023-11-03,Ahmedabad_Maninagar,Ahmedabad_Maninagar,West,FR008_Gujarat,Dishwasher,Part Replacement,TECH_AHM006,CUST565540,2.6,None,0,0.0,0.0,669.12,911.58,911.58,0,3.1,97,1,1
SVC010562,2024-02-10,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Kitchen Appliances,Annual Maintenance Contract,TECH_HYD009,CUST845964,2.7,None,0,0.0,0.0,811.01,1284.43,1284.43,0,3.3,12,1,4
SVC010563,2023-05-09,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Dishwasher,Diagnostic,TECH_CHE001,CUST329540,1.8,None,0,0.0,0.0,711.36,329.082,329.082,1,4.4,62,1,2
SVC010564,2024-01-25,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Washing Machine,Cleaning,TECH_BAN006,CUST778058,1.1,Motor,1,2225.4,3462.19,293.8,410.09,3872.28,0,3.2,28,1,3
SVC010565,2023-11-13,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Air Conditioner,Repair,TECH_CHE001,CUST352009,2.3,None,0,0.0,0.0,719.81,1098.07,1098.07,0,3.1,41,1,1
SVC010566,2024-01-01,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Dishwasher,Diagnostic,TECH_KOL004,CUST429748,2.5,None,0,0.0,0.0,986.93,468.12,468.12,1,3.8,95,1,2
SVC010567,2023-06-03,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Air Conditioner,Cleaning,TECH_MUM007,CUST600121,1.4,None,0,0.0,0.0,361.23,491.5,491.5,0,4.8,12,0,1
SVC010568,2023-08-09,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Kitchen Appliances,Repair,TECH_BAN009,CUST641380,6.0,None,0,0.0,0.0,1827.94,2938.33,2938.33,0,3.3,38,1,3
SVC010569,2024-03-17,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Kitchen Appliances,Cleaning,TECH_MUM007,CUST350725,0.8,None,0,0.0,0.0,172.0,234.09,234.09,0,4.0,104,1,3
SVC010570,2023-11-13,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Washing Machine,Annual Maintenance Contract,TECH_LUC002,CUST576900,1.6,None,0,0.0,0.0,371.67,524.82,524.82,0,3.2,23,1,2
SVC010571,2024-04-29,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Dishwasher,Part Replacement,TECH_KOL003,CUST229988,2.9,Heating Element,2,1281.32,1968.26,835.68,1257.69,3225.95,0,3.6,11,1,2
SVC010572,2023-09-27,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Air Conditioner,Part Replacement,TECH_MUM001,CUST877039,2.6,None,0,0.0,0.0,811.62,331.584,331.584,1,3.8,73,1,1
